Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
362,50,60,52.0,9144,1,1,100,100,100,60,100,4,60,60,100,80,5,5,1940,1982,80,60,40,40,0,0.0,65,65,70,65,65,20,50,399,10,0,484,883,100,80,1,100,988,517,0,1505,1,0,1,0,3,1,50,8,100,0,0,60,1940.0,33,1,240,65,65,0,0,0,0,0,0,0,0,0,0,0,7,2008,80,100,145000
363,85,60,64.0,7301,1,0,100,100,100,80,100,8,60,60,100,30,7,5,2003,2003,80,60,45,45,85,500.0,80,65,40,0,0,0,0,0,0,0,0,0,100,100,1,100,495,1427,0,1922,0,0,3,0,4,1,80,7,100,1,100,100,2003.0,66,2,672,65,65,100,0,0,177,0,0,0,0,0,0,0,7,2009,50,100,198500
364,160,80,21.0,1680,1,0,100,100,100,60,100,3,60,60,25,90,6,8,1972,2007,80,60,45,45,85,510.0,65,65,70,65,65,20,80,162,10,0,321,483,100,80,1,100,483,504,0,987,0,0,1,1,2,1,80,5,100,0,0,60,1972.0,33,1,264,65,65,100,250,0,0,0,0,0,0,0,0,0,5,2009,80,100,118000
365,60,60,80.0,18800,1,0,75,100,100,40,100,15,60,60,100,90,6,5,1976,1976,80,60,45,45,85,120.0,65,65,100,80,65,40,100,712,10,0,84,796,100,65,1,100,790,784,0,1574,1,0,2,1,3,1,50,6,100,1,65,80,1976.0,100,2,566,65,65,100,306,111,0,0,0,0,0,0,0,0,7,2006,80,100,190000
366,70,80,59.0,10690,1,0,100,100,100,60,100,10,60,60,100,90,5,7,1920,1997,100,60,70,70,0,0.0,65,80,70,65,40,20,50,456,10,0,216,672,100,80,1,75,672,672,0,1344,0,0,1,0,3,1,50,6,100,0,0,60,1964.0,33,1,468,65,40,100,0,128,218,0,0,0,0,0,0,0,7,2009,80,100,147000
367,20,60,73.0,9500,1,0,75,100,100,60,100,13,60,60,100,70,6,5,1963,1963,80,60,35,35,85,247.0,65,65,70,80,65,20,60,609,10,0,785,1394,100,80,1,100,1394,0,0,1394,1,0,1,1,3,1,50,6,100,2,80,80,1963.0,66,2,514,65,65,100,0,76,0,0,185,0,0,0,0,0,7,2009,80,100,159000
368,80,60,101.0,9150,1,0,75,100,100,80,100,13,60,60,100,40,6,5,1962,1962,80,50,35,35,85,305.0,65,65,70,80,65,100,100,371,10,0,728,1099,100,80,1,100,1431,0,0,1431,0,1,1,0,3,1,50,6,100,1,80,70,1962.0,66,1,296,65,65,100,64,110,0,0,0,0,0,0,0,0,12,2008,80,100,165000
369,20,60,78.0,7800,1,0,100,100,100,60,100,13,60,60,100,70,5,6,1954,1954,80,60,45,45,85,200.0,65,65,100,65,65,20,30,540,10,0,728,1268,100,80,1,100,1268,0,0,1268,0,0,1,0,2,1,50,7,100,1,80,80,1954.0,100,1,244,65,65,100,0,98,0,0,0,0,0,0,0,0,3,2010,80,100,132000
370,20,60,73.0,9830,1,0,75,100,100,80,100,13,60,60,100,70,5,7,1959,2006,80,60,60,60,0,0.0,65,80,70,65,65,20,80,72,50,258,733,1063,100,100,1,100,1287,0,0,1287,1,0,1,0,3,1,80,7,100,1,80,60,1997.0,100,2,576,65,65,100,364,17,0,0,182,0,0,0,0,0,3,2010,80,100,162000
371,60,60,65.0,8121,1,0,75,100,100,60,100,9,60,60,100,90,6,5,2000,2000,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,953,953,100,100,1,100,953,711,0,1664,0,0,2,1,3,1,50,7,100,1,65,80,2000.0,66,2,460,65,65,100,100,40,0,0,0,0,0,0,0,0,1,2006,80,100,172400
372,50,60,80.0,17120,1,0,100,100,100,60,100,5,50,60,100,80,4,4,1959,1959,80,60,65,35,0,0.0,65,65,70,0,0,0,0,0,0,0,0,0,100,65,1,100,1120,468,0,1588,0,0,2,0,4,1,50,7,70,1,80,60,1991.0,100,2,680,65,65,0,0,59,0,0,0,0,0,0,0,0,7,2008,80,100,134432
373,120,60,50.0,7175,1,0,100,100,100,60,100,21,60,60,80,70,6,5,1984,1984,80,60,35,35,0,0.0,65,65,70,80,65,20,80,623,30,121,0,744,100,65,1,100,752,0,0,752,1,0,1,0,2,1,50,4,100,0,0,80,1984.0,33,1,264,65,65,100,353,0,0,0,90,0,0,50,0,0,2,2010,80,100,125000
374,20,60,79.0,10634,1,0,100,100,100,60,100,13,60,60,100,70,5,6,1953,1953,80,60,40,40,0,0.0,65,65,100,65,65,20,60,428,30,180,0,608,100,65,1,100,1319,0,0,1319,1,0,1,0,3,1,50,5,70,0,0,80,1953.0,33,1,270,65,65,100,66,0,0,0,0,0,0,75,0,0,11,2009,80,100,123000
375,60,60,65.0,8200,1,0,100,100,100,60,100,6,60,60,100,90,7,5,2003,2004,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,847,847,100,100,1,100,847,1081,0,1928,0,0,2,1,4,1,80,8,100,1,80,100,2003.0,100,2,434,65,65,100,100,48,0,0,0,0,0,0,0,0,7,2007,80,100,219500
376,30,60,65.5,10020,1,0,75,20,100,60,10,8,60,60,100,70,1,1,1922,1950,80,60,60,60,0,0.0,40,40,80,40,20,100,60,350,10,0,333,683,100,80,0,75,904,0,0,904,1,0,0,1,1,1,30,4,35,0,0,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3,2009,80,100,61000
377,85,60,57.0,8846,1,0,75,100,100,100,100,6,60,60,100,30,5,5,1996,1996,80,60,70,70,0,0.0,80,65,100,80,65,70,100,298,10,0,572,870,100,100,1,100,914,0,0,914,0,0,1,0,2,1,50,5,100,0,0,60,1998.0,33,2,576,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2006,80,100,148000
378,60,30,102.0,11143,1,0,75,100,100,80,100,22,60,60,100,90,8,5,2004,2005,80,60,85,85,0,0.0,80,65,100,80,65,20,10,0,10,0,1580,1580,100,100,1,100,1580,886,0,2466,0,0,3,0,4,1,80,8,100,1,80,80,2004.0,66,2,610,65,65,100,159,214,0,0,0,0,0,0,0,0,12,2007,80,100,340000
379,20,60,88.0,11394,1,0,100,100,100,80,100,23,60,60,100,70,9,2,2010,2010,100,60,70,70,100,350.0,80,65,100,100,65,70,100,1445,10,0,411,1856,100,100,1,100,1856,0,0,1856,1,0,1,1,1,1,100,8,100,1,100,80,2010.0,100,3,834,65,65,100,113,0,0,0,0,0,0,0,0,0,6,2010,100,80,394432
380,60,60,60.0,8123,1,0,75,100,100,60,100,9,20,60,100,90,6,5,2000,2000,80,60,70,70,85,16.0,65,65,100,80,65,20,10,0,10,0,982,982,100,100,1,100,1007,793,0,1800,0,0,2,1,3,1,50,7,100,1,65,80,2000.0,100,2,463,65,65,100,100,63,0,0,0,0,0,0,0,0,6,2009,80,100,179000
381,50,60,50.0,5000,1,1,100,100,100,60,100,19,60,60,100,80,5,6,1924,1950,80,60,90,60,0,0.0,65,65,80,65,65,20,30,218,10,0,808,1026,100,65,1,100,1026,665,0,1691,0,0,2,0,3,1,80,6,100,1,80,60,1924.0,33,1,308,65,65,100,0,0,242,0,0,0,0,0,0,0,5,2010,80,100,127000
382,20,30,60.0,7200,1,1,100,100,100,60,100,22,60,60,100,70,7,5,2006,2006,80,60,70,70,0,0.0,80,65,100,80,80,20,10,0,10,0,1293,1293,100,100,1,100,1301,0,0,1301,1,0,2,0,2,1,80,5,100,1,80,80,2006.0,66,2,572,65,65,100,216,121,0,0,0,0,0,0,0,0,8,2006,100,80,187750
383,60,60,79.0,9245,1,0,75,100,100,60,100,6,60,60,100,90,7,5,2006,2006,80,60,70,70,0,0.0,80,65,100,80,65,70,10,0,10,0,939,939,100,100,1,100,939,858,0,1797,0,0,2,1,3,1,80,8,100,0,0,80,2006.0,66,2,639,65,65,100,144,53,0,0,0,0,0,0,0,0,4,2007,80,100,213500
384,45,50,60.0,9000,1,0,100,100,100,80,100,21,60,60,100,50,6,3,1928,1950,80,60,60,60,0,0.0,65,65,80,40,40,20,10,0,10,0,784,784,100,65,0,75,784,0,0,784,0,0,1,0,2,1,50,5,100,0,0,60,1950.0,33,2,360,40,40,0,0,0,91,0,0,0,0,0,0,0,10,2009,80,100,76000
385,60,60,80.0,53107,1,0,50,20,100,80,50,5,50,60,100,90,6,5,1992,1992,80,60,45,45,0,0.0,80,65,100,80,65,70,100,985,10,0,595,1580,100,100,1,100,1079,874,0,1953,1,0,2,1,3,1,80,9,100,2,40,80,1992.0,100,2,501,65,65,100,216,231,0,0,0,0,0,0,0,0,6,2007,80,100,240000
386,120,60,43.0,3182,1,0,100,100,100,60,100,1,60,60,80,70,8,5,2004,2005,80,60,70,70,85,16.0,80,65,100,80,65,20,100,24,10,0,1232,1256,100,100,1,100,1269,0,0,1269,0,0,2,0,2,1,80,6,100,1,65,80,2004.0,100,2,430,65,65,100,146,20,0,0,144,0,0,0,0,0,4,2010,80,100,192000
387,50,60,58.0,8410,1,0,100,100,100,40,100,8,50,60,100,80,5,3,1910,1996,50,60,60,70,0,0.0,65,40,100,65,65,20,10,0,10,0,658,658,100,65,1,100,658,526,0,1184,0,0,1,0,5,1,50,8,100,0,0,0,0.0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,5,2006,80,60,81000
388,80,60,72.0,7200,1,0,100,100,100,60,100,8,60,60,100,40,6,6,1976,1976,100,60,40,40,85,255.0,65,65,70,65,65,70,80,631,10,0,410,1041,100,100,1,100,1125,0,0,1125,1,0,1,0,3,1,50,6,100,1,40,60,1977.0,33,1,352,65,65,100,296,0,0,0,0,0,0,75,0,0,10,2009,80,20,125000
389,20,60,93.0,9382,1,0,75,100,100,100,100,6,60,60,100,70,7,5,1999,2000,80,60,70,70,85,125.0,80,65,100,80,65,20,10,0,10,0,1468,1468,100,100,1,100,1479,0,0,1479,0,0,2,0,3,1,80,6,100,0,0,80,1999.0,66,2,577,65,65,100,120,25,0,0,0,0,0,0,0,0,7,2008,80,100,191000
390,60,60,96.0,12474,1,0,100,100,100,60,100,17,60,60,100,90,10,5,2007,2008,80,60,70,70,100,272.0,100,65,100,100,65,70,100,1280,10,0,402,1682,100,100,1,100,1742,590,0,2332,1,0,2,1,3,1,100,9,100,1,100,100,2008.0,100,3,846,65,65,100,196,134,0,0,0,0,0,0,0,0,8,2008,100,80,426000
391,50,60,50.0,8405,1,2,100,100,100,60,100,8,60,60,100,80,5,8,1900,1950,80,60,40,40,0,0.0,65,65,80,65,80,20,50,241,60,391,229,861,100,100,1,100,961,406,0,1367,1,0,1,0,4,1,50,7,100,0,0,60,1978.0,33,1,384,65,65,100,0,130,112,0,0,0,0,50,0,0,4,2008,80,100,119000
392,60,60,71.0,12209,1,0,75,100,100,100,100,12,60,60,100,90,6,5,2001,2002,80,60,70,70,0,0.0,65,65,100,100,65,20,80,690,10,0,114,804,100,100,1,100,804,1157,0,1961,1,0,2,1,3,1,80,7,100,1,65,100,2001.0,100,2,560,65,65,100,125,192,0,0,0,0,0,0,0,0,6,2009,80,100,215000
393,20,60,73.0,8339,1,0,75,100,100,60,100,13,60,60,100,70,5,7,1959,1959,80,60,40,40,0,0.0,65,65,40,0,0,0,0,0,0,0,0,0,100,65,1,100,882,0,0,882,0,0,1,0,3,1,50,5,100,0,0,80,1959.0,66,1,294,65,65,100,0,0,0,0,0,0,0,50,37,1200,7,2007,80,100,106500
394,30,60,52.0,7446,1,0,100,100,100,80,100,4,50,60,100,70,4,5,1941,1950,80,60,65,65,0,0.0,65,65,70,65,65,20,50,266,10,0,522,788,100,65,1,75,788,0,0,788,0,0,1,0,2,1,50,4,100,2,65,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,75,0,0,4,2006,80,20,100000
395,50,60,60.0,10134,1,0,100,100,100,60,100,18,60,60,100,80,5,6,1940,1950,80,60,40,40,0,0.0,65,65,70,65,65,20,10,0,10,0,735,735,100,80,1,75,735,299,0,1034,0,0,1,0,2,1,50,5,100,0,0,60,1940.0,33,1,240,65,65,100,0,39,0,0,0,0,0,0,0,0,7,2007,80,100,109000
396,20,60,68.0,9571,1,0,100,100,100,60,100,8,60,60,100,70,5,6,1956,1956,80,60,60,60,0,0.0,65,65,70,65,65,70,60,739,10,0,405,1144,100,65,1,100,1144,0,0,1144,1,0,1,0,3,1,50,6,100,0,0,80,1956.0,33,1,596,65,65,100,44,0,0,0,0,0,0,0,0,0,6,2010,80,100,129000
397,20,60,60.0,7200,1,0,100,20,100,60,100,6,60,60,100,70,5,5,1972,1972,100,60,40,40,0,0.0,65,65,70,65,65,70,50,777,10,0,117,894,100,65,1,100,894,0,0,894,0,0,1,0,2,1,50,6,100,0,0,60,1985.0,66,2,600,65,65,100,215,0,0,0,0,0,0,0,0,0,9,2009,80,100,123000
398,60,60,69.0,7590,1,0,100,100,100,60,100,13,80,60,100,90,5,5,1962,1962,80,60,70,70,85,288.0,65,65,70,65,65,20,80,540,10,0,324,864,100,65,1,100,876,936,0,1812,0,0,2,0,4,1,50,8,100,1,65,80,1962.0,66,1,264,65,65,100,0,168,0,0,0,0,0,0,0,0,7,2007,80,100,169500
399,30,80,60.0,8967,1,0,100,100,100,80,100,10,60,60,100,70,5,2,1920,1950,80,60,40,40,0,0.0,65,40,80,40,20,20,10,0,10,0,961,961,100,80,1,40,1077,0,0,1077,0,0,1,0,2,1,50,6,20,0,0,60,1920.0,33,1,338,20,20,0,0,0,0,0,0,0,0,0,0,0,11,2007,80,20,67000
400,60,30,65.0,8125,1,0,100,100,100,60,100,22,60,60,100,90,7,5,2006,2007,80,60,85,85,100,100.0,80,65,100,80,65,20,100,812,10,0,280,1092,100,100,1,100,1112,438,0,1550,1,0,2,0,2,1,80,7,100,0,0,80,2007.0,100,2,438,65,65,100,0,168,0,0,0,0,0,0,0,0,10,2009,80,100,241000
401,120,60,38.0,14963,1,0,50,100,100,60,100,25,60,60,80,70,8,5,1996,1996,80,60,90,90,0,0.0,80,65,100,80,65,20,100,786,10,0,474,1260,100,100,1,100,1288,0,0,1288,1,0,1,1,1,1,100,4,100,2,80,80,1996.0,100,2,500,65,65,100,120,30,0,0,224,0,0,0,0,0,12,2008,80,100,245500
402,20,60,65.0,8767,1,0,75,100,100,60,100,6,60,60,100,70,7,5,2005,2005,80,60,70,70,0,0.0,80,65,100,80,65,70,100,24,10,0,1286,1310,100,100,1,100,1310,0,0,1310,0,0,2,0,3,1,80,6,100,1,80,80,2005.0,100,2,400,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2006,100,80,164990
403,30,60,60.0,10200,1,0,100,100,100,60,100,20,60,60,100,70,5,8,1940,1997,80,60,60,60,0,0.0,65,65,100,65,65,20,10,0,10,0,672,672,100,100,1,100,672,0,0,672,0,0,1,0,2,1,50,4,100,0,0,60,1940.0,33,1,240,65,65,0,168,0,0,0,0,0,0,100,0,0,8,2008,80,100,108000
404,60,60,93.0,12090,1,0,100,100,100,80,100,16,60,60,100,90,8,5,1998,1998,100,60,70,70,85,650.0,80,65,100,80,65,20,10,0,10,0,1141,1141,100,80,1,100,1165,1098,0,2263,0,0,2,1,4,1,80,10,100,1,65,100,1998.0,100,2,420,65,65,100,144,123,0,0,0,0,0,0,0,0,7,2006,80,20,258000
405,60,60,65.0,10364,1,0,75,100,100,60,100,9,60,60,100,90,6,5,1995,1996,80,60,40,40,0,0.0,65,65,100,80,65,20,10,0,10,0,806,806,100,80,1,100,806,766,0,1572,0,0,2,1,3,1,50,7,100,1,65,100,1995.0,100,2,373,65,65,100,0,40,0,0,0,0,0,0,0,0,5,2007,80,100,168000
406,20,60,71.0,9991,1,0,75,100,100,80,100,20,50,60,100,70,4,4,1976,1993,80,60,35,35,0,0.0,65,65,70,65,65,20,60,1116,10,0,165,1281,100,100,1,100,1620,0,0,1620,1,0,2,0,3,1,50,8,85,1,65,80,1993.0,33,2,490,65,65,100,120,78,0,0,0,0,0,75,0,0,6,2009,80,100,150000
407,50,60,51.0,10480,1,0,100,100,100,60,100,19,60,60,100,80,6,5,1936,1950,80,60,40,40,0,0.0,65,65,80,65,65,20,10,0,10,0,1064,1064,100,100,1,75,1166,0,473,1639,0,0,1,0,3,1,50,6,20,0,0,60,1936.0,33,1,240,65,65,100,0,0,0,0,0,0,0,0,0,0,3,2008,80,100,115000
408,70,60,63.0,15576,1,0,100,100,100,60,100,7,60,60,100,90,6,7,1915,1976,80,60,60,35,0,0.0,65,65,80,80,65,20,10,0,10,0,840,840,100,100,1,100,840,840,0,1680,0,0,2,0,4,1,50,8,100,0,0,80,1960.0,33,1,308,65,65,100,0,0,160,0,0,0,0,0,0,0,3,2008,80,100,177000
409,60,60,109.0,14154,1,0,100,100,100,80,100,17,60,60,100,90,7,5,2006,2006,80,60,70,70,85,350.0,80,65,100,100,80,20,10,0,10,0,1063,1063,100,100,1,100,1071,1101,0,2172,0,0,2,1,3,1,80,9,100,1,80,80,2006.0,66,3,947,65,65,100,192,62,0,0,0,0,0,0,0,0,8,2007,100,80,280000
410,60,30,85.0,10800,1,0,100,100,100,60,100,22,60,60,100,90,8,5,2007,2008,80,60,70,70,100,100.0,80,65,100,100,65,20,100,789,10,0,245,1034,100,100,1,100,1050,1028,0,2078,1,0,2,1,3,1,100,8,100,1,80,80,2008.0,100,3,836,65,65,100,0,102,0,0,0,0,0,0,0,0,4,2008,100,80,339750
411,20,60,68.0,9571,1,0,100,100,100,60,100,8,60,60,100,70,5,3,1958,1958,80,60,55,55,0,0.0,65,40,70,65,40,20,10,0,10,0,1276,1276,100,65,1,75,1276,0,0,1276,0,0,1,0,3,1,50,5,50,0,0,80,1958.0,33,1,350,65,65,100,0,0,0,0,0,0,0,0,0,0,6,2009,30,20,60000
412,190,60,100.0,34650,1,0,100,70,100,60,100,9,60,60,30,70,5,5,1955,1955,100,60,60,60,0,0.0,65,65,70,65,65,40,50,1056,10,0,0,1056,100,65,0,100,1056,0,0,1056,1,0,1,0,3,1,50,5,100,0,0,80,1955.0,100,2,572,65,65,100,264,0,0,0,0,0,0,0,0,0,1,2006,80,100,145000
413,20,30,73.5,4403,1,0,50,100,100,60,100,22,60,60,100,70,7,5,2009,2009,80,60,40,40,100,432.0,100,65,100,100,65,70,100,578,10,0,892,1470,100,100,1,100,1478,0,0,1478,1,0,2,1,2,1,80,7,100,1,80,80,2009.0,100,2,484,65,65,100,0,144,0,0,0,0,0,0,0,0,6,2010,100,80,222000
414,30,80,56.0,8960,1,2,100,100,100,60,100,18,40,60,100,70,5,6,1927,1950,80,60,65,65,0,0.0,65,65,70,65,65,20,10,0,10,0,1008,1008,100,80,1,75,1028,0,0,1028,0,0,1,0,2,1,50,5,100,1,80,60,1927.0,33,2,360,65,65,100,0,0,130,0,0,0,0,0,0,0,3,2010,80,100,115000
415,60,60,59.0,11228,1,0,50,100,100,100,100,21,60,60,100,90,7,5,1993,1993,80,60,70,70,0,0.0,80,65,100,80,65,20,60,50,100,531,499,1080,100,100,1,100,1080,1017,0,2097,0,1,2,1,3,1,80,9,100,1,65,80,1993.0,33,3,678,65,65,100,196,187,0,0,0,0,0,0,0,0,12,2008,80,100,228000
416,20,60,73.0,8899,1,0,75,100,100,60,100,9,60,60,100,70,7,5,2007,2007,80,60,70,70,0,0.0,80,65,100,80,65,70,100,24,10,0,1316,1340,100,100,1,100,1340,0,0,1340,0,0,2,0,3,1,80,6,100,0,0,80,2007.0,100,2,396,65,65,100,100,30,0,0,0,0,0,0,0,0,8,2007,100,80,181134
417,60,60,74.0,7844,1,0,100,100,100,60,100,20,60,60,100,90,6,7,1978,1978,100,60,45,45,85,203.0,65,65,70,65,65,20,80,209,10,0,463,672,100,65,1,100,672,728,0,1400,0,0,1,1,3,1,50,6,100,1,65,80,1978.0,100,2,440,65,65,100,0,0,0,0,0,0,0,0,0,0,3,2006,80,100,149500
418,70,60,86.0,22420,1,0,75,100,100,60,100,7,50,60,100,90,6,6,1918,1950,100,60,60,75,0,0.0,65,65,80,80,65,20,60,1128,10,0,242,1370,80,65,0,75,1370,1254,0,2624,1,0,2,1,4,1,50,10,100,1,80,60,1918.0,33,3,864,65,65,0,0,0,0,0,0,0,0,0,0,0,11,2007,80,100,239000
419,50,60,60.0,8160,1,0,100,100,100,60,100,8,60,60,100,80,5,6,1940,1950,80,60,40,40,0,0.0,65,65,80,65,65,20,80,312,10,0,444,756,100,40,0,50,756,378,0,1134,1,0,1,1,3,1,50,7,100,0,0,60,1940.0,33,1,240,65,65,50,0,0,0,0,0,0,0,0,0,0,4,2007,80,60,126000
420,20,60,65.0,8450,1,0,100,100,100,60,100,13,60,60,100,70,5,6,1968,1968,80,60,70,70,0,0.0,65,65,70,65,65,20,60,775,10,0,281,1056,100,100,1,100,1056,0,0,1056,1,0,1,0,3,1,50,6,100,1,40,80,1968.0,33,1,304,65,65,100,0,85,184,0,0,0,0,0,0,0,7,2010,80,100,142000
421,90,80,78.0,7060,1,0,100,100,100,60,100,12,60,60,50,30,7,5,1997,1998,80,60,70,70,85,200.0,65,80,100,80,80,100,100,1309,10,0,35,1344,100,100,1,100,1344,0,0,1344,2,0,2,0,2,2,50,8,100,0,0,80,1997.0,100,4,784,65,65,100,0,0,0,0,0,0,0,0,0,0,11,2008,80,70,206300
422,20,60,80.0,16635,1,0,75,100,100,40,100,15,60,60,100,70,6,7,1977,2000,80,60,85,85,100,126.0,80,65,70,80,65,20,80,1246,10,0,356,1602,100,80,1,100,1602,0,0,1602,0,1,2,0,3,1,80,8,100,1,65,80,1977.0,100,2,529,65,65,100,240,0,0,0,0,0,0,0,0,0,6,2009,80,100,215000
423,20,60,100.0,21750,1,0,100,50,100,60,50,12,40,60,100,70,5,5,1954,1954,100,60,45,45,0,0.0,65,65,70,65,65,20,10,0,10,0,988,988,100,100,1,75,988,0,0,988,0,0,1,0,2,1,50,4,100,0,0,80,1954.0,66,2,520,65,65,0,0,0,0,0,0,0,0,0,0,0,2,2008,80,100,113000
424,60,60,80.0,9200,1,0,100,100,100,60,100,16,60,60,100,90,8,5,1998,1998,80,60,70,70,85,473.0,80,65,100,80,65,20,100,986,10,0,484,1470,100,80,1,100,1470,1160,0,2630,1,0,2,1,4,1,80,8,100,1,65,80,1998.0,100,3,696,65,65,100,0,66,0,0,0,0,0,0,0,0,6,2008,80,100,315000
425,20,60,72.0,9000,1,0,100,100,100,60,100,13,60,60,100,70,6,5,1956,1956,80,60,60,60,85,74.0,65,65,70,80,65,20,30,616,10,0,580,1196,100,80,1,75,1196,0,0,1196,1,0,1,0,2,1,50,6,100,1,80,80,1956.0,66,1,297,65,65,100,0,44,0,0,0,0,0,0,0,0,5,2008,80,100,139000
426,60,80,60.0,3378,1,2,100,50,100,60,100,18,60,60,100,90,7,8,1946,1992,80,60,45,45,0,0.0,65,80,70,65,65,20,10,0,10,0,651,651,100,80,1,100,707,682,0,1389,0,0,1,1,3,1,50,6,100,2,80,60,1947.0,33,1,240,65,65,50,0,0,126,0,0,0,0,0,0,0,9,2009,80,100,135000
427,80,60,66.5,12800,1,0,100,20,100,60,50,21,60,60,100,40,7,5,1989,1989,80,60,60,60,85,145.0,80,65,100,80,65,100,100,1518,10,0,0,1518,100,80,1,100,1644,0,0,1644,1,1,2,0,2,1,80,5,100,1,65,80,1989.0,100,2,569,65,65,100,80,0,0,0,396,0,0,0,0,0,8,2009,80,100,275000
428,20,60,77.0,8593,1,0,75,100,100,60,100,13,60,60,100,70,4,6,1957,1957,100,60,40,40,0,0.0,65,65,70,65,65,20,50,288,10,0,619,907,100,100,1,100,907,0,0,907,0,0,1,0,3,1,50,5,100,0,0,60,1964.0,33,1,352,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2008,80,100,109008
429,20,60,64.0,6762,1,0,100,100,100,60,100,6,60,60,100,70,7,5,2007,2007,80,60,70,70,85,108.0,80,65,100,80,65,20,100,664,10,0,544,1208,100,100,1,100,1208,0,0,1208,1,0,2,0,2,1,80,6,100,0,0,80,2007.0,66,2,628,65,65,100,105,54,0,0,0,0,0,0,0,0,9,2007,100,80,195400
430,20,60,130.0,11457,1,0,75,100,100,80,100,24,60,60,100,70,6,5,1988,1988,80,60,45,45,0,0.0,65,65,70,80,65,40,100,1005,10,0,387,1392,100,65,1,100,1412,0,0,1412,1,0,2,0,3,1,80,6,100,1,65,80,1988.0,33,2,576,65,65,100,0,0,169,0,0,0,0,0,0,0,3,2009,80,100,175000
431,160,80,21.0,1680,1,0,100,100,100,60,100,3,60,60,25,90,6,5,1971,1971,80,60,45,45,85,232.0,65,65,70,65,65,20,80,387,10,0,96,483,100,65,1,100,483,504,0,987,0,0,1,1,2,1,50,4,100,0,0,60,1971.0,33,1,264,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2008,30,20,85400
432,50,80,60.0,5586,1,0,75,70,100,60,100,18,50,60,100,80,6,7,1920,1998,80,60,40,40,0,0.0,65,65,80,65,65,20,10,0,10,0,901,901,100,80,1,100,1088,110,0,1198,0,0,1,0,4,1,50,7,100,0,0,0,0.0,0,0,0,0,0,0,0,98,0,0,0,0,0,50,0,0,9,2008,50,20,79900
433,160,80,24.0,1920,1,0,100,100,100,60,100,3,60,60,80,90,5,5,1971,1971,80,60,45,45,85,376.0,65,65,70,65,65,20,80,471,10,0,294,765,100,100,1,100,765,600,0,1365,1,0,1,1,2,1,50,6,85,0,0,60,1971.0,33,2,440,65,65,100,240,36,0,0,0,0,0,0,0,0,8,2007,80,100,122500
434,60,60,100.0,10839,1,0,75,100,100,80,100,9,60,60,100,90,6,5,1997,1998,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,926,926,100,100,1,100,926,678,0,1604,0,0,2,1,3,1,50,7,100,1,65,80,1997.0,100,2,470,65,65,100,0,36,0,0,0,0,0,0,0,0,7,2008,80,100,181000
435,180,80,21.0,1890,1,0,100,100,100,60,100,11,60,60,25,30,4,7,1972,1972,80,60,85,85,0,0.0,65,80,70,80,65,70,80,495,10,0,135,630,100,80,1,100,630,0,0,630,1,0,1,0,1,1,50,3,100,0,0,0,0.0,0,0,0,0,0,100,88,0,0,0,0,0,0,0,0,0,6,2008,80,100,81000
436,60,60,43.0,10667,1,0,50,100,100,100,100,6,80,60,100,90,7,6,1996,1996,80,60,70,70,0,0.0,80,65,100,80,65,70,100,385,80,344,70,799,100,100,1,100,827,834,0,1661,1,0,2,1,3,1,80,6,100,1,65,80,1996.0,66,2,550,65,65,100,158,61,0,0,0,0,0,0,0,0,4,2009,45,100,212000
437,50,80,40.0,4400,1,0,100,100,100,60,100,18,60,60,100,80,6,8,1920,1950,80,60,75,75,0,0.0,65,65,80,40,65,20,10,0,10,0,648,648,100,65,1,75,734,384,0,1118,0,0,1,0,2,1,50,6,100,0,0,60,1990.0,33,2,440,65,65,100,0,0,0,0,0,0,0,0,0,0,10,2006,80,100,116000
